tweet_id,negativereason,company,name,text,tweet_coord,tweet_created,tweet_location,user_timezone,cleaned_text,sentiment
569925929713188864,,Delta,Cpaul91,"@JetBlue lmfao, i love it",,2015-02-23 10:25:05 -0800,RVA-804\757,Hawaii,lmfao i love it,positive
569508282995486720,Can't Tell,United,DanielPaulEller,@united fuck you for not caring 😢,,2015-02-22 06:45:30 -0800,Chicago,Central Time (US & Canada),fuck you for not care cry face,negative
570058070224728064,Late Flight,American,Vink401,@AmericanAir of delays and trapped on planes with no water or air. Never ever ever again. #neveragain #aafail,,2015-02-23 19:10:09 -0800,"Miami, FL",,of delay and trap on plane with no water or air never ever ever again aafail,negative
569534268130660352,Late Flight,United,jeisensc,@united you can't say the flight is pulled in and departs in 2 mins if boarding hasn't even started! http://t.co/2IKbP8gxWi,"[39.99814659, -82.88058383]",2015-02-22 08:28:45 -0800,"San Diego, CA",Pacific Time (US & Canada),you ca say the flight be pull in and departs in min if boarding have even start,negative
569714640764035073,Lost Luggage,United,Nic_Thoman23,@united compensate us for new clothes bet you won't,"[45.67922537, -111.04823044]",2015-02-22 20:25:29 -0800,GLP,Eastern Time (US & Canada),compensate us for new clothes bet you wo,negative
568165058229997569,Late Flight,US Airways,RayAllStar28,@USAirways this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?,,2015-02-18 13:48:00 -0800,"Lawrence, MA",,this make me have to cancel flight my car reservation and it come out to more money why do you reschedule a time without the crew,negative
569604173236477952,Customer Service Issue,American,otisday,"@AmericanAir @_emmaclifford No. At JFK you sort of have to guess things out. It's a small airport, so whatever.",,2015-02-22 13:06:32 -0800,Pekin,Eastern Time (US & Canada),emmaclifford no at jfk you sort of have to guess thing out it a small airport so whatever,negative
569674930842775552,,Southwest,briandotcom,@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!,,2015-02-22 17:47:42 -0800,UTSA '13,Central Time (US & Canada),i change my flight through st louis thanks for the reply though,positive
567784566614540289,,Delta,JetBlueNews,@JetBlue's new CEO Robin Hayes battles to appease passengers and Wall Street - Business In Savannah http://t.co/KKAY8XaPs1,,2015-02-17 12:36:04 -0800,USA,Sydney,new ceo robin hayes battle to appease passenger and wall street business in savannah,neutral
569491346647445505,,United,Potter_Who,@united sister &amp; BIL stuck in Detroit desperately need to be in Florida flying w/ @USAirways is there anything you can do?,,2015-02-22 05:38:12 -0800,whore island ,Eastern Time (US & Canada),sister bil stuck in detroit desperately need to be in florida fly w be there anything you can do,neutral
569217012980805632,,Southwest,joshkmm,@SouthwestAir Any way that I can get a receipt for a Cancelled Flightled portion of a roundtrip flight? Used the flight voucher just need receipt.,,2015-02-21 11:28:06 -0800,"Kansas City, KS",Central Time (US & Canada),any way that i can get a receipt for a cancel flightled portion of a roundtrip flight use the flight voucher just need receipt,neutral
569631648674766848,Customer Service Issue,American,tcunningham10,@AmericanAir @SentieriMelinda Any updates? It shouldn't take hours for assistance. I love @SouthwestAir,"[40.46694635, -82.64579149]",2015-02-22 14:55:42 -0800,Central Ohio,Eastern Time (US & Canada),sentierimelinda any update it should take hour for assistance i love,negative
569605593159352322,,Delta,BASRMNN,@JetBlue thanks. We are ticketed on stand by for flight 1970. I hope we make it out. Fingers crossed,,2015-02-22 13:12:10 -0800,,,thanks we be ticket on stand by for flight i hope we make it out finger cross,positive
569966422744395776,,United,RoatanGallery,"@united I am buying 2 yo own seat on 3 legs of intl trip, car seat? Required? If not- then allowed? Can child still sit w/mom after takeoff?",,2015-02-23 13:05:59 -0800,"Roatan, Islas de la Bahia",Eastern Time (US & Canada),i be buy yo own seat on leg of intl trip car seat require if not then allow can child still sit wmom after takeoff,neutral
569780773194113025,Lost Luggage,United,TimBouhour,"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight",,2015-02-23 00:48:17 -0800,"Raleigh, NC",,i m glad you do mean to but it do excuse your inefficiency only take for the bag we be your only arrival flight,negative
568210101573722112,Can't Tell,Southwest,AshleighMo_,@SouthwestAir why can't you take me to Knoxville?? yall are my fav #help,,2015-02-18 16:46:59 -0800,TX // IN,Eastern Time (US & Canada),why ca you take me to knoxville yall be my fav,negative
568438860390244353,Late Flight,US Airways,cahillwilliamr,@USAirways can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time,,2015-02-19 07:56:00 -0800,,,can we hold two seat for flight from phx to las as this delayed flight be beborn to arrive ontime,negative
568534166742003712,,United,Rksshots,@united Just got interrogated at the United Club Chicago. #UnitedAirlines #rude #PoorForm,,2015-02-19 14:14:42 -0800,"San Diego, CA",,just get interrogate at the united club chicago rude,negative
570033341250056193,Customer Service Issue,United,dannydibiase1,@united i left an item on the plane and have been calling non stop and no one has been answering can you please help,,2015-02-23 17:31:53 -0800,,,i leave an item on the plane and have be call non stop and no one have be answer can you please help,negative
567874892634304512,,Southwest,gmckevitt112,@SouthwestAir all good now. Going to make it to Boston on time. I'm actually on your wifi right now,,2015-02-17 18:34:59 -0800,Boston ,,all good now go to make it to boston on time i m actually on your wifi right now,positive
569519040504287232,Can't Tell,US Airways,burseka,@USAirways u guys suck,,2015-02-22 07:28:15 -0800,,,u guy suck,negative
569826992251473921,,United,ohlesliebarker,@united hi -- @united was. Thank you!,,2015-02-23 03:51:56 -0800,"Dallas, Texas",Central Time (US & Canada),hi be thank you,positive
569736434803978240,,Delta,mccormack_sean,@JetBlue with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8,,2015-02-22 21:52:05 -0800,New York,Eastern Time (US & Canada),with the free wifi flyfi,neutral
569882830328569856,Cancelled Flight,American,nekMom,"@AmericanAir  when do you anticipate decisions for Cancelled Flightlations at DFW tomorrow morning? Need to rearrange hotel reservations, etc. ASAP!",,2015-02-23 07:33:49 -0800,,,when do you anticipate decision for cancelled flightlations at dfw tomorrow morning need to rearrange hotel reservation etc asap,negative
569153207148150785,Late Flight,US Airways,therealcab,@USAirways how long are you going make us sit in this plane while they repair it? Could I at least get a beer???,,2015-02-21 07:14:33 -0800,,,how long be you go make us sit in this plane while they repair it could i at least get a beer,negative
568457761366781952,Customer Service Issue,Southwest,davedunlap,@SouthwestAir Yes I know that. Also noticed you offer A list boarding after A60. So your programs are too popular.,,2015-02-19 09:11:06 -0800,,Pacific Time (US & Canada),so your program be too popular,negative
568806740227166208,Late Flight,US Airways,emilybard,@USAirways can I get a free mimosa to compensate my flight delay (yet again) thx,,2015-02-20 08:17:49 -0800,"Fairfield, Connecticut",Eastern Time (US & Canada),can i get a free mimosa to compensate my flight delay yet again thx,negative
569703480933408768,Lost Luggage,United,uncommongrape,@united I did. It took about an hour and a half though,,2015-02-22 19:41:09 -0800,"Rockaway, NJ",Eastern Time (US & Canada),i do it take about an hour and a half though,negative
570081213404180480,,United,xRaeCatherine,@united I sent the message. Let me know ASAP.,,2015-02-23 20:42:07 -0800,,,i send the message let me know asap,neutral
568763889506082816,,Delta,dentistmel,@JetBlue Oh I will. #Disney bound. #workhard #playsoon,,2015-02-20 05:27:33 -0800,"East Greenwich,RI",,oh i will bind playsoon,neutral
569686478046887937,Cancelled Flight,American,KingFilson,"@AmericanAir my wife's flight is Cancelled Flightled, told to call. No one answers. How do we book a flight? Help us please",,2015-02-22 18:33:35 -0800,,Central Time (US & Canada),my wife flight be cancel flightled tell to call no one answer how do we book a flight help us please,negative
568803368367366144,,Southwest,geekstiel,@SouthwestAir I DMed you :),,2015-02-20 08:04:25 -0800,,Atlantic Time (Canada),i dmed you smile,neutral
568882601261273089,Customer Service Issue,United,andreamvdlg,"@united its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark",,2015-02-20 13:19:16 -0800,Edinbrah ,Eastern Time (US & Canada),its my one and only check bag which be check to edinburgh however i be be charge randomly from dc to newark,negative
569247182337019904,,United,smithnr,@united Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out.,,2015-02-21 13:27:59 -0800,"31.790466, -85.971558",Central Time (US & Canada),rhonda c at atlanta airport redeem you guy she get us straighten out,positive
569693592597323776,Lost Luggage,American,KerithBurke,"@AmericanAir I understand. I'm feeling cranky. I called AA's bag tracker number and heard ""your bag has not been located."" 😩",,2015-02-22 19:01:51 -0800,SNY in NYC.,Eastern Time (US & Canada),i understand i m feel cranky i call aa bag tracker number and hear your bag have differ locate weary face,negative
569913838746742784,,US Airways,CatieKriewald,"@USAirways contact via FB messages, Twitter DM or text?",,2015-02-23 09:37:02 -0800,"Stillwater, MN",Central Time (US & Canada),contact via fb message twitter dm or text,neutral
568406334787457024,,United,Stacycole,@united Trying to locate passenger that landed 2 hrs ago in @HeathrowAirport UA938. can you assist? Is flight still in customs? PLEASE help,,2015-02-19 05:46:45 -0800,"Wisconsin, ya know",Central Time (US & Canada),can you assist be flight still in custom please help,neutral
568633911959363586,,US Airways,syfialkoff,@USAirways and that you can choose the same seat for free after clicking 100 buttons.,,2015-02-19 20:51:03 -0800,,,and that you can choose the same seat for free after click button,neutral
570281731510571009,Customer Service Issue,American,robkoenigld,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!,,2015-02-24 09:58:54 -0800,"indialantic, fl",Eastern Time (US & Canada),why be i continually get put on hold by painfully inexperienced people when call your platinum desk,negative
569620354781425665,Can't Tell,United,kaf_silva,@united i will just send my confirmation number when I get home safe and sound. This is why i pay so expensive services to you!,,2015-02-22 14:10:50 -0800,,,i will just send my confirmation number when i get home safe and sound this be why i pay so expensive service to you,negative
568764059732058112,Late Flight,US Airways,eteune,"@USAirways you told us last night that there was a ground stop at O'Hare FOUR HOURS AFTER Obama landed, stop blaming someone else",,2015-02-20 05:28:13 -0800,Chicago Area,,you tell us last night that there be a ground stop at ohare four hour after obama land stop blame someone else,negative
569961410161192960,Flight Booking Problems,United,GalbraithPeter,@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,,2015-02-23 12:46:04 -0800,"Kingston, Ontario",Central Time (US & Canada),book flight for for be charge twice mean i ca redeem cc point properly would have go elsewhere,negative
568261238444167170,Lost Luggage,United,lu0ng,@united it's not there we tried. It's already here in cancun just no one has delivered it,,2015-02-18 20:10:11 -0800,,Alaska,it here we try it already here in cancun just no one have deliver it,negative
569630310779854848,Late Flight,Delta,Tom_Constantin,@JetBlue anything serious I should worry about?,,2015-02-22 14:50:23 -0800,3Ø4 ,Quito,anything serious i should worry about,negative
569569639543541762,Customer Service Issue,United,Jim_Rehbein,"@united @czamkoff It's all about profit, and they don't really give a damn about paying customers!!!! #greed",,2015-02-22 10:49:18 -0800,"Ottawa, Ontario",Eastern Time (US & Canada),czamkoff it all about profit and they do really give a damn about pay customer,negative
568433610765815808,Cancelled Flight,United,alex_nieves,@united the Premier desk was able to rebook me with our friends at @AmericanAir. Only problem is now I have to pay for a checked bag :/,,2015-02-19 07:35:08 -0800,Connecticut,Quito,the premier desk be able to rebook me with our friend at only problem be now i have to pay for a checked bag,negative
570050268588597248,Lost Luggage,United,MommyPR,@united can you tell me how to file a claim for clothing that had to be purchased?,,2015-02-23 18:39:09 -0800,Global,Pacific Time (US & Canada),can you tell me how to file a claim for clothing that have to be purchase,negative
569008601009762305,Customer Service Issue,United,johnwoodRTR,@united That is not what your reservations desk just told me.  They said there were plenty of seats,"[39.83426941, -104.69960636]",2015-02-20 21:39:56 -0800,Hong Kong,Eastern Time (US & Canada),that be not what your reservation desk just tell me they say there be plenty of seat,negative
568893453515378689,Can't Tell,Southwest,ChrisJLeary,"@SouthwestAir Your wifi stinks. I'm not mad, but i wouldn't hate it if i got my money refunded.",,2015-02-20 14:02:23 -0800,,Pacific Time (US & Canada),your wifi stink i m not mad but i would hate it if i get my money refund,negative
568124227641065472,,Southwest,kimmck64,@SouthwestAir When does the new schedule open that takes us past 10/31?,,2015-02-18 11:05:45 -0800,,Central Time (US & Canada),when do the new schedule open that take us past,neutral
569721604315312129,Customer Service Issue,US Airways,MrDrewcoleman,@USAirways .... I've been trying to get through to book a reservation and the system will not let me through. Day 3 #ridiculous,,2015-02-22 20:53:10 -0800,Louisiana,Eastern Time (US & Canada),i be try to get through to book a reservation and the system will prevent me through day,negative
569305705750114305,Customer Service Issue,Delta,MaliceDavericks,"@JetBlue figured it out 4 flight 2morrow. Hard to believe with oil so low, and the killing u make that even part of a hotel can't be comp'd",,2015-02-21 17:20:32 -0800,"Rochester, NY",,figure it out flight hard to believe with oil so low and the kill u make that even part of a hotel ca be comp,negative
569864608145502209,,United,nicoleleigh85,@united I already did.,,2015-02-23 06:21:24 -0800,Sheboygan,,i already do,neutral
568204029517553665,,Southwest,ericcox122685,@SouthwestAir I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.,,2015-02-18 16:22:52 -0800,,Central Time (US & Canada),i will be write in about the service via email my company also transport well over client monthly via sw,neutral
569669795559432192,Customer Service Issue,American,otisday,"@AmericanAir @jameswester see, James, we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits",,2015-02-22 17:27:17 -0800,Pekin,Eastern Time (US & Canada),jameswester see james we only have dedicate inbound phone line because telephone eat into our billion in profit,negative
569604453462110208,Lost Luggage,American,agirlnamedfrank,"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim.",,2015-02-22 13:07:39 -0800,Brooklyn,Eastern Time (US & Canada),because of you i be do the one thing i try to avoid thank you for send me to baggage claim,positive
567782645975625729,Flight Booking Problems,US Airways,shoobe01,"@usairways Yes. Works in Firefox. 

Can do everything but finish purchase. Button turns gray, never submits. For a couple weeks now.",,2015-02-17 12:28:26 -0800,"Mission, Kansas",,yes work in firefox can do everything but finish purchase button turn gray never submit for a couple week now,negative
569268243854192640,Cancelled Flight,Southwest,LWills305,@SouthwestAir There is no way that I am getting back on a plane with your airline. I will be calling to get a refund. As I drive 17 hrs home,,2015-02-21 14:51:40 -0800,,,there be no way that i be get back on a plane with your airline i will be call to get a refund as i drive hr home,negative
568005720026660864,,Delta,yosoyfelixx_,@JetBlue this is lovely!,,2015-02-18 03:14:51 -0800,,,this be lovely,positive
567843415716732928,Customer Service Issue,US Airways,erickofiejones,@USAirways I was told there is no record of my refund.  Can someone please help me. This has been a long day,,2015-02-17 16:29:54 -0800,,Eastern Time (US & Canada),i be tell there be no record of my refund can someone please help me this have be a long day,negative
570042155634450433,Late Flight,American,gcollingwood,"@AmericanAir @americanairlines #BQONPA flight #1641 delayed from POS-MIA, missed #2214 MIA- ATL need seat on last flight to ATL.",,2015-02-23 18:06:55 -0800,"Atlanta, GA USA",,americanairlines flight delay from posmia miss mia atl need seat on last flight to atl,negative
568088470712950784,Customer Service Issue,United,SteefFleur,@united another week has passed and I hoped that I would have had a response by now,,2015-02-18 08:43:40 -0800,Amsterdam,,another week have pass and i hop that i would have have a response by now,negative
568553063935557632,Can't Tell,US Airways,_HaleyMargaret,@USAirways never fails to disappoint.,,2015-02-19 15:29:48 -0800,"Naples, FL",Quito,never fail to disappoint,negative
569531274991239168,Late Flight,United,newguymeltz,"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together",,2015-02-22 08:16:51 -0800,Bellaire TX,Central Time (US & Canada),as if a hour maintenance delay be enuf u charge me as a global service platinum mbr get ur shit together,negative
568914125549649920,Late Flight,US Airways,RyanMelton,@USAirways - delayed 1851. Need an extra 5 min to make 1769. Would appreciate a little help again this week.,,2015-02-20 15:24:32 -0800,"Independence, MO",Central Time (US & Canada),delayed need an extra min to make would appreciate a little help again this week,negative
569873091763032065,Late Flight,US Airways,ConstanceSCHERE,"@USAirways First the pilot was Late Flight, now it's maintenance. This is EXACTLY what happened two weeks ago. Unacceptable.","[39.88116058, -75.24031037]",2015-02-23 06:55:07 -0800,"Boston, MA",Atlantic Time (Canada),first the pilot be late flight now it maintenance this be exactly what happen two week ago unacceptable,negative
569165652876881920,Can't Tell,United,_LaVitaLoca,@united what incentive do I have to give you another chance?,,2015-02-21 08:04:00 -0800,,Central Time (US & Canada),what incentive do i have to give you another chance,negative
567789433010016256,Customer Service Issue,United,barneykelley,@united Priceless. United stranded my daughter at O'Hare. United did zero to keep her safe.....alone on a plastic chair for 9h! # United Air,,2015-02-17 12:55:24 -0800,"New Canaan, Ct",,priceless united strand my daughter at ohare united do zero to keep her safe alone on a plastic chair for united air,negative
568926268772581377,,Delta,ChicoArtist,"@JetBlue you are officially my favorite, thank you for the wonderful service at JFK",,2015-02-20 16:12:47 -0800,,Pacific Time (US & Canada),you be officially my favorite thank you for the wonderful service at jfk,positive
569924654401495040,Can't Tell,Delta,Runway1R,@JetBlue no. Please stop.,,2015-02-23 10:20:00 -0800,"Home: IAD, College: JFK",,no please stop,negative
569981026598043648,,US Airways,FahadHassan,@USAirways direct flights to SFO leaving from same airport with @VirginAmerica and @united - can you please put me on one of those?,,2015-02-23 14:04:01 -0800,Washington D.C.,Eastern Time (US & Canada),direct flight to sfo leave from same airport with and can you please put me on one of those,neutral
569506389397282816,,Delta,jjkend,@JetBlue 😭😭😭😭 yall are really better then American Airlines though.,,2015-02-22 06:37:58 -0800,,Mountain Time (US & Canada),loudly cry face loudly cry face loudly cry face loudly cry face yall be really well then american airline though,positive
568229427286405121,,US Airways,dMORE14,@USAirways on Sunday! Can't wait! See you then,,2015-02-18 18:03:47 -0800,chu,Quito,on sunday ca wait see you then,positive
569682010270101504,Late Flight,American,zsalim03,@AmericanAir In car gng to DFW. Pulled over 1hr ago - very icy roads. On-hold with AA since 1hr. Can't reach arpt for AA2450. Wat 2 do?,,2015-02-22 18:15:50 -0800,Texas,Central Time (US & Canada),wat do,negative
569968411561701378,,Southwest,snwrdr30,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb,,2015-02-23 13:13:53 -0800,,,northern california coast,neutral
569914076496850945,Cancelled Flight,US Airways,EdPlotts,"@USAirways / @AmericanAir was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time",,2015-02-23 09:37:58 -0800,Philadelphia,Eastern Time (US & Canada),be the worst experience i ever have fly rude delay cancel flightlations lack of update and waste our time,negative
568070386627305472,Flight Booking Problems,US Airways,Shrubbette,"@USAirways Hey! I booked a flight (Isabelle Gramp, Boston to LAX), and it said that it charged my credit card but the transaction didn't go",,2015-02-18 07:31:49 -0800,"Melbourne, Australia",Adelaide,hey i book a flight isabelle gramp boston to lax and it say that it charge my credit card but the transaction do go,negative
568487040234459138,Cancelled Flight,Delta,alanbestnyc,@JetBlue But jet blue had Cancelled Flighted my ticket &amp; never reissued it.,,2015-02-19 11:07:27 -0800,,Quito,but jet blue have cancel flight my ticket never reissue it,negative
569745645956771840,Cancelled Flight,United,patlee,"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ","[0.0, 0.0]",2015-02-22 22:28:42 -0800,"Bay Area, CA",Pacific Time (US & Canada),actually the flight be just cancel flightled,negative
569750857215922176,,American,DrDemetre,@AmericanAir 235.  We made it to Seattle...,,2015-02-22 22:49:24 -0800,Brooklyn,Eastern Time (US & Canada),we make it to seattle,neutral
569527524323151873,,United,patrick_maness,@united Yes. To Boston. I was going to Providence.,,2015-02-22 08:01:57 -0800,Rhode Island,Eastern Time (US & Canada),yes to boston i be go to providence,neutral
568109878754934784,Customer Service Issue,United,eatgregeat,"@united you mean like my mailing address and rate? By the surliness of my United ""coworkers"" I'm guessing our benefits aren't great.","[29.97877958, -95.33246329]",2015-02-18 10:08:44 -0800,,Eastern Time (US & Canada),you mean like my mailing address and rate by the surliness of my united coworkers i m guess our benefit be great,negative
568294699515187200,,Southwest,tarunsehgal1986,@SouthwestAir hilarious flight attendants on Vegas to Detroit tonight http://t.co/nw7vx7DGMF,,2015-02-18 22:23:09 -0800,,,hilarious flight attendant on vega to detroit tonight,neutral
569616839761743872,,American,brentblume,"@AmericanAir - yep , they've been good.  Now can you make that 1535 flight to mci wait just a tick....😃",,2015-02-22 13:56:52 -0800,Omaha,Central Time (US & Canada),yep they be good now can you make that flight to mci wait just a tick grin face with big eye,positive
568561924985782272,,US Airways,christinachime,@USAirways thank you finally got our bag. Customer services reps were wonderful.,,2015-02-19 16:05:00 -0800,,,thank you finally get our bag customer service rep be wonderful,positive
569999295631527937,Customer Service Issue,American,waynebevan,@AmericanAir Additional fare cost $19.. Tix change price 195 UK Pounds ($304). $19 not the issue the 195 UK Pounds IS ! #badcustomerservice,,2015-02-23 15:16:36 -0800,,Alaska,additional fare cost tix change price uk pound not the issue the uk pound be,negative
569613113718218752,Can't Tell,Southwest,NatassaCahill,"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!",,2015-02-22 13:42:03 -0800,,,your complimentary hotel voucher be bs a night for the crappiest hotel ever i would wish this on my worst enemy,negative
